,V1,V2
gn:T02098,syy,Synechocystis sp. PCC 6803 GT-S
gn:T02099,vcr,Vibrio cholerae O1 O395
gn:T02100,lrg,Lactobacillus rhamnosus GG
gn:T02101,ell,Escherichia coli W
gn:T02102,edj,Escherichia coli DH1
gn:T02103,bsi,Brucella suis 1330
gn:T02104,ekf,Escherichia coli KO11FL
gn:T02105,fsc,Fibrobacter succinogenes subsp. succinogenes S85
gn:T02106,hte,Hydrogenobacter thermophilus TK-6
gn:T02107,rai,Riemerella anatipestifer ATCC 11845 = DSM 15868
gn:T02108,bqy,Bacillus amyloliquefaciens Y2
gn:T02109,bbg,"Blattabacterium sp. (Blaberus giganteus), endosymbiont of Blaberus giganteus (Central American giant cockroach)"
gn:T02110,buk,Burkholderia sp. KJ006
gn:T02111,ebt,Shimwellia blattae DSM 4481 = NBRC 105725
gn:T02112,fna,Francisella orientalis Toba 04
gn:T02113,mmm,Mycobacterium sp. MOTT36Y
gn:T02114,pfc,Pseudomonas fluorescens A506
gn:T02115,scf,Streptococcus parasanguinis FW213
gn:T02116,stw,Streptococcus thermophilus MN-ZLW-002
gn:T02117,aka,Advenella kashmirensis WT001
gn:T02118,coe,Corynebacterium pseudotuberculosis 258
gn:T02119,csk,Cronobacter sakazakii ES15
gn:T02120,efu,Enterococcus faecium DO
gn:T02121,epr,Erwinia pyrifoliae DSM 12163
gn:T02122,elx,Escherichia coli O157:H7 Xuzhou21 (EHEC)
gn:T02123,mpg,Mesotoga prima MesG1.Ag.4.2
gn:T02124,pys,Pyrococcus sp. ST04
gn:T02125,srp,Streptococcus suis ST1 (serotype 1)
gn:T02126,sol,Saccharolobus solfataricus 98/2
gn:T02127,thg,Thermogladius calderae 1633 (Thermogladius cellulolyticus 1633)
gn:T02128,tmo,Tistrella mobilis KA081020-065
gn:T02129,hme,Haloferax mediterranei ATCC 33500
gn:T02130,hey,Helicobacter pylori XZ274
gn:T02131,lln,Lactococcus lactis subsp. cremoris NZ9000
gn:T02132,asl,Aequorivita sublithincola DSM 14238
gn:T02133,afd,Alistipes finegoldii DSM 17242
gn:T02134,bbd,Belliella baltica DSM 15883
gn:T02135,bbf,Bifidobacterium bifidum BGN4
gn:T02136,dfd,Desulfurococcus amylolyticus DSM 16532 (Desulfurococcus fermentans DSM 16532)
gn:T02137,tsh,Thermoanaerobacterium saccharolyticum JW/SL-YS485
gn:T02138,tvi,Thiocystis violascens DSM 198
gn:T02139,sba,Sulfurospirillum barnesii SES-3
gn:T02140,trs,Terriglobus roseus DSM 18391
gn:T02141,mtz,Mycobacterium tuberculosis KZN 605
gn:T02142,mtd,Mycobacterium tuberculosis UT205
gn:T02143,mbi,Mycoplasma bovis HB0801
gn:T02144,mlh,Mycoplasma leachii 99/014/6
gn:T02145,orh,Ornithobacterium rhinotracheale DSM 15997
gn:T02146,ddh,Desulfitobacterium dehalogenans ATCC 51507
gn:T02147,dti,Desulfomonile tiedjei DSM 6799
gn:T02148,dai,Desulfosporosinus acidiphilus SJ4
gn:T02149,fli,Bernardetia litoralis DSM 6794 (Flexibacter litoralis DSM 6794)
gn:T02150,mcb,Mycolicibacterium chubuense NBB4
gn:T02151,amo,Acetomicrobium mobile DSM 13181 (Anaerobaculum mobile DSM 13181)
gn:T02152,abs,Azospirillum brasilense Sp245
gn:T02153,chr,Chlamydia psittaci RD1 (Chlamydophila psittaci RD1)
gn:T02154,cou,Corynebacterium pseudotuberculosis Cp162
gn:T02155,mox,Candidatus Methylomirabilis oxyfera
gn:T02156,sie,Streptococcus intermedius JTH08
gn:T02157,tpx,Turneriella parva DSM 21527
gn:T02158,mia,Mycobacterium intracellulare ATCC 13950
gn:T02159,enl,Enterobacter cloacae subsp. dissolvens SDM
gn:T02160,ehr,Enterococcus hirae ATCC 9790
gn:T02161,pdk,Pseudomonas aeruginosa DK2
gn:T02162,siv,Solibacillus silvestris StLB046
gn:T02163,dosa,Oryza sativa japonica (Japanese rice) (gene model taken from RAPDB)
gn:T02164,ces,Chlamydia trachomatis E/SW3
gn:T02165,cfs,Chlamydia trachomatis F/SW4
gn:T02166,cfw,Chlamydia trachomatis F/SW5
gn:T02167,mmar,Modestobacter marinus BC501
gn:T02168,psc,Pseudomonas stutzeri CCUG 29243
gn:T02169,thm,Thermococcus cleftensis CL1 (Thermococcus sp. CL1)
gn:T02170,ppi,Pseudomonas putida ND6
gn:T02171,cue,Corynebacterium ulcerans 0102
gn:T02172,efd,Enterococcus faecalis D32
gn:T02173,koe,Klebsiella michiganensis E718
gn:T02174,lph,Legionella pneumophila subsp. pneumophila HL06041035 (serogroup 1)
gn:T02175,lpo,Legionella pneumophila subsp. pneumophila Lorraine (serogroup 1)
gn:T02176,mro,Melioribacter roseus P3M-2
gn:T02177,mmv,Mycobacteroides abscessus subsp. massiliense GO 06 (Mycobacterium massiliense GO 06)
gn:T02178,mtv,Mycobacterium tuberculosis H37Rv
gn:T02179,mwe,Mycoplasma wenyonii Massachusetts
gn:T02180,ppc,Pseudopropionibacterium propionicum F0230a (Propionibacterium propionicum F0230a)
gn:T02181,ppx,Pseudomonas putida DOT-T1E
gn:T02182,psj,Pseudomonas stutzeri DSM 10701
gn:T02183,pfi,Pyrococcus furiosus COM1
gn:T02184,nat,Natrinema sp. J7-2
gn:T02185,smut,Streptococcus mutans GS-5 (serotype c)
gn:T02186,tea,Taylorella equigenitalis ATCC 35865
gn:T02187,zmb,Zymomonas mobilis subsp. mobilis ATCC 29191
gn:T02188,sfd,Sinorhizobium fredii USDA 257
gn:T02189,mbg,Methanoculleus bourgensis MS2T
gn:T02190,amm,Amycolatopsis mediterranei S699
gn:T02191,msg,Mycolicibacterium smegmatis MC2 155 (Mycobacterium smegmatis MC2 155)
gn:T02192,pga,Phaeobacter inhibens DSM 17395 (Phaeobacter gallaeciensis DSM 17395)
gn:T02193,pgl,Phaeobacter inhibens 2.10 (Phaeobacter gallaeciensis 2.10)
gn:T02194,cru,"Candidatus Carsonella ruddii CE, endosymbiont of Ctenarytaina eucalypti"
gn:T02195,crc,"Candidatus Carsonella ruddii CS, endosymbiont of Ctenarytaina spatulata"
gn:T02196,crt,"Candidatus Carsonella ruddii HT, endosymbiont of Heteropsylla texana"
gn:T02197,crh,"Candidatus Carsonella ruddii HC, endosymbiont of Heteropsylla cubana"
gn:T02198,crv,"Candidatus Carsonella ruddii PC isolate NHV, endosymbiont of Pachypsylla celtidis (hackberry nipplegall maker)"
gn:T02199,sect,Secondary endosymbiont of Ctenarytaina eucalypti
gn:T02200,mgn,Mycoplasma gallisepticum NC06_2006.080-5-2P
gn:T02201,mgs,Mycoplasma gallisepticum NC95_13295-2-2P
gn:T02202,mgt,Mycoplasma gallisepticum NY01_2001.047-5-1P
gn:T02203,mgv,Mycoplasma gallisepticum VA94_7994-1-7P
gn:T02204,mgw,Mycoplasma gallisepticum WI01_2001.043-13-2P
gn:T02205,bct,Burkholderia cepacia GG4
gn:T02206,ple,Candidatus Portiera aleyrodidarum BT-B-HRs
gn:T02207,dmi,Desulfosporosinus meridiei DSM 13257
gn:T02208,mgu,Mycoplasma genitalium M2288
gn:T02209,mgc,Mycoplasma genitalium M2321
gn:T02210,mgq,Mycoplasma genitalium M6282
gn:T02211,mgx,Mycoplasma genitalium M6320
gn:T02212,woo,"Wolbachia wOo, endosymbiont of Onchocerca ochengi"
gn:T02213,kpp,Klebsiella pneumoniae subsp. pneumoniae 1084 (serotype K1)
gn:T02214,sup,Streptococcus suis S735 (serotype 2)
gn:T02215,arr,Arthrobacter sp. Rue61a
gn:T02216,gor,Gordonia sp. KTR9
gn:T02217,lhr,Lactobacillus helveticus R0052
gn:T02218,nal,Nocardiopsis alba ATCC BAA-2165
gn:T02219,lmw,Listeria monocytogenes SLCC2755 (serotype 1/2b)
gn:T02220,lmx,Listeria monocytogenes SLCC2372 (serotype 1/2c)
gn:T02221,lmz,Listeria monocytogenes serotype 7 SLCC2482
gn:T02222,lmon,Listeria monocytogenes SLCC2376 (serotype 4c)
gn:T02223,lmoc,Listeria monocytogenes SLCC5850 (serotype 1/2a)
gn:T02224,lmos,Listeria monocytogenes SLCC7179 (serotype 3a)
gn:T02225,bpj,Brachyspira pilosicoli B2904
gn:T02226,pgr,Puccinia graminis f. sp. tritici CRL 75-36-700-3
gn:T02227,val,Verticillium alfalfae VaMs.102 (Verticillium albo-atrum VaMs.102)
gn:T02228,ttt,Thermothielavioides terrestris NRRL 8126 (Thielavia terrestris NRRL 8126)
gn:T02229,aje,Histoplasma capsulatum NAm1
gn:T02230,pbl,Paracoccidioides lutzii Pb01 (Paracoccidioides brasiliensis Pb01)
gn:T02231,mtm,Thermothelomyces thermophilus ATCC 42464 (Myceliophthora thermophila ATCC 42464)
gn:T02232,cgi,Cryptococcus gattii WM276
gn:T02233,ncs,Naumovozyma castellii CBS 4309
gn:T02234,ndi,Naumovozyma dairenensis CBS 421
gn:T02235,tpf,Tetrapisispora phaffii CBS 4417
gn:T02236,tdl,Torulaspora delbrueckii CBS 1146
gn:T02237,erc,Eremothecium cymbalariae DBVPG#7215
gn:T02238,ein,Encephalitozoon intestinalis ATCC 50506
gn:T02239,lmoa,Listeria monocytogenes ATCC 19117 (serotype 4d)
gn:T02240,lmoo,Listeria monocytogenes SLCC2378 (serotype 4e)
gn:T02241,lmoy,Listeria monocytogenes SLCC2479 (serotype 3c)
gn:T02242,lmot,Listeria monocytogenes SLCC2540 (serotype 3b)
gn:T02243,che,Cardinium endosymbiont cEper1 of Encarsia pergandiella (Cardinium hertigii cEper1)
gn:T02244,lbn,Lactobacillus buchneri CD034
gn:T02245,snu,Streptococcus pneumoniae SPNA45 (serotype 3)
gn:T02246,amac,Alteromonas macleodii ATCC 27126
gn:T02247,lmol,Listeria monocytogenes L312 (serotype 4b)
gn:T02248,sgc,Streptococcus agalactiae GD201008-001 (serotype Ia)
gn:T02249,apc,Alpha proteobacterium HIMB59
gn:T02250,apm,Alpha proteobacterium HIMB5
gn:T02251,cpsc,Chlamydia psittaci CP3
gn:T02252,cpsn,Chlamydia psittaci NJ1
gn:T02253,amb,Alteromonas macleodii Balearic Sea AD45
gn:T02254,amg,Alteromonas macleodii English Channel 673
gn:T02255,cad,Gottschalkia acidurici 9a (Clostridium acidurici 9a)
gn:T02256,eso,Escherichia coli O104:H4 2009EL-2071 (EAEC)
gn:T02257,esl,Escherichia coli O104:H4 2011C-3493 (EAEC)
gn:T02258,ean,Exiguobacterium antarcticum B7
gn:T02259,adi,Alcanivorax dieselolei B5
gn:T02260,amk,Alteromonas macleodii Black Sea 11
gn:T02261,abh,Acinetobacter baumannii TYTH-1
gn:T02262,asi,Actinobacillus suis H91-0380
gn:T02263,btm,Bacillus thuringiensis MC28
gn:T02264,cjp,Campylobacter jejuni subsp. jejuni PT14
gn:T02265,cyq,Cycloclasticus sp. P1
gn:T02266,axl,Amphibacillus xylanus NBRC 15112
gn:T02267,ply,Candidatus Portiera aleyrodidarum BT-B-HRs
gn:T02268,dto,Desulfobacula toluolica Tol2
gn:T02269,sda,Streptococcus dysgalactiae subsp. equisimilis RE378
gn:T02270,nbr,Nocardia brasiliensis ATCC 700358
gn:T02271,bast,Bifidobacterium asteroides PRL2011
gn:T02272,eol,Emticicia oligotrophica DSM 17448
gn:T02273,tpo,Treponema pallidum subsp. pallidum Mexico A
gn:T02274,sve,Streptomyces venezuelae ATCC 10712
gn:T02275,ptq,Psychroflexus torquis ATCC 700755
gn:T02276,tpz,Thermacetogenium phaeum DSM 12270
gn:T02277,btg,Bacillus thuringiensis Bt407
gn:T02278,ded,Dehalobacter sp. DCA
gn:T02279,dec,Dehalobacter sp. CF
gn:T02280,mpy,Methanolobus psychrophilus R15
gn:T02281,saga,Simiduia agarivorans SA1 = DSM 21679
gn:T02282,heo,Helicobacter pylori 26695
gn:T02283,pps,Pan paniscus (bonobo)
gn:T02284,aqu,Amphimedon queenslandica (sponge)
gn:T02285,ztr,Zymoseptoria tritici IPO323
gn:T02286,shr,Sarcophilus harrisii (Tasmanian devil)
gn:T02287,ehe,Encephalitozoon hellem ATCC 50504
gn:T02288,lmi,Leishmania mexicana MHOM/GT/2001/U1103
gn:T02289,ldo,Leishmania donovani
gn:T02290,ack,Acidovorax sp. KKS102
gn:T02291,bcer,Bacillus cereus FRI-35
gn:T02292,bsq,Bacillus subtilis QB928
gn:T02293,bti,Bacillus thuringiensis HD-771
gn:T02294,bqr,Bartonella quintana RM-11
gn:T02295,bbm,Bordetella bronchiseptica MO149
gn:T02296,bper,Bordetella pertussis 18323
gn:T02297,bpar,Bordetella parapertussis Bpp5
gn:T02298,bafh,Borrelia afzelii HLJ01
gn:T02299,bgn,Borreliella garinii NMJW1 (Borrelia garinii NMJW1)
gn:T02300,bpx,Paraburkholderia phenoliruptrix BR3459a (Burkholderia phenoliruptrix BR3459a)
gn:T02301,bpq,Burkholderia pseudomallei BPC006
gn:T02302,cjb,Campylobacter jejuni subsp. jejuni NCTC 11168-BN148
gn:T02303,nir,Candidatus Nitrosopumilus sediminis AR2
gn:T02304,nkr,Candidatus Nitrosopumilus koreensis AR1
gn:T02305,nga,Candidatus Nitrososphaera gargensis Ga9.2
gn:T02306,plr,Candidatus Portiera aleyrodidarum BT-QVLC
gn:T02307,plo,Candidatus Portiera aleyrodidarum BT-QVLC
gn:T02308,cpsb,Chlamydia psittaci 84/55
gn:T02309,cpsg,Chlamydia psittaci GR9
gn:T02310,cpsm,Chlamydia psittaci M56
gn:T02311,cpsi,Chlamydia psittaci MN
gn:T02312,cpsv,Chlamydia psittaci VS225
gn:T02313,cpsw,Chlamydia psittaci WC
gn:T02314,cpst,Chlamydia psittaci WS/RT/E30
gn:T02315,eno,Enterobacter kobei ENHKU01 (Enterobacter cloacae subsp. cloacae ENHKU01)
gn:T02316,esm,Escherichia coli O104:H4 2009EL-2050 (EAEC)
gn:T02317,her,Helicobacter pylori Rif1
gn:T02318,hei,Helicobacter pylori Rif2
gn:T02319,lfi,Leptospirillum ferriphilum ML-04
gn:T02320,pcc,Pectobacterium carotovorum subsp. carotovorum PCC21
gn:T02321,lcn,Leuconostoc carnosum JB16
gn:T02322,lge,Leuconostoc gelidum JB7
gn:T02323,mbs,Marinobacter sp. BSs20148
gn:T02324,msc,Methylocystis sp. SC2
gn:T02325,mid,Mycobacterium intracellulare subsp. intracellulare MTCC 9506 (Mycobacterium indicus pranii MTCC 9506)
gn:T02326,mgac,Mycoplasma gallisepticum CA06_2006.052-5-2P
gn:T02327,mgan,Mycoplasma gallisepticum NC08_2008.031-4-3P
gn:T02328,mgnc,Mycoplasma gallisepticum NC96_1596-4-2P
gn:T02329,mhl,Candidatus Mycoplasma haemolamae Purdue
gn:T02330,pacc,Cutibacterium acnes C1 (Propionibacterium acnes C1)
gn:T02331,rag,Riemerella anatipestifer RA-CH-1
gn:T02332,smi,Sinorhizobium meliloti Rm41
gn:T02333,sdc,Streptococcus dysgalactiae subsp. equisimilis AC-2713
gn:T02334,spng,Streptococcus pneumoniae gamPNI0373 (virulent serotype 1)
gn:T02335,spya,Streptococcus pyogenes A20 (serotype M1)
gn:T02336,sehc,Secondary endosymbiont of Heteropsylla cubana
gn:T02337,lcw,Lactobacillus casei W56
gn:T02338,sags,Streptococcus agalactiae SA20 (Streptococcus agalactiae SA20-06)
gn:T02339,saub,"Staphylococcus aureus 08BA02176, livestock-associated methicillin-resistant"
gn:T02340,amaa,Alteromonas mediterranea DE1 (Alteromonas macleodii AltDE1)
gn:T02341,anb,Anabaena sp. 90
gn:T02342,cml,Carnobacterium maltaromaticum LMA28
gn:T02343,cpsd,Chlamydia psittaci 01DC12
gn:T02344,bbh,Bordetella bronchiseptica 253
gn:T02345,pbo,Acidipropionibacterium acidipropionici ATCC 4875 (Propionibacterium acidipropionici ATCC 4875)
gn:T02346,tos,Thermus oshimai JL-2
gn:T02347,thi,Thiomonas arsenitoxydans
gn:T02348,goh,Gluconobacter oxydans H24
gn:T02349,fts,Francisella tularensis subsp. holarctica F92
gn:T02350,fti,Francisella tularensis subsp. holarctica FSC200
gn:T02351,mhs,Mycoplasma hyorhinis SK76
gn:T02352,hpya,Helicobacter pylori Aklavik117
gn:T02353,hpyk,Helicobacter pylori Aklavik86
gn:T02354,bajc,"Buchnera aphidicola JF99, endosymbiont of Acyrthosiphon pisum"
gn:T02355,sezo,Streptococcus equi subsp. zooepidemicus ATCC 35246
gn:T02356,bbat,Bdellovibrio bacteriovorus Tiberius
gn:T02357,ppuu,Pseudomonas sp. UW4
gn:T02358,calo,Calothrix sp. PCC 7507
gn:T02359,cgc,Cyanobium gracile PCC 6307
gn:T02360,cthe,Chroococcidiopsis thermalis PCC 7203
gn:T02361,lep,Leptolyngbya sp. PCC 7376
gn:T02362,nos,Nostoc sp. PCC 7107
gn:T02363,nop,Nostoc sp. PCC 7524
gn:T02364,riv,Rivularia sp. PCC 7116
gn:T02365,thal,Candidatus Endolissoclinum faulkneri L2
gn:T02366,gei,Geitlerinema sp. PCC 7407
gn:T02367,plp,Pleurocapsa sp. PCC 7327
gn:T02368,oac,Oscillatoria acuminata PCC 6304
gn:T02369,pseu,Pseudanabaena sp. PCC 7367
gn:T02370,syne,Synechococcus sp. PCC 6312
gn:T02371,synp,Synechococcus sp. PCC 7502
gn:T02372,calt,Calothrix sp. PCC 6303
gn:T02373,cep,Crinalium epipsammum PCC 9333
gn:T02374,mic,Microcoleus sp. PCC 7113
gn:T02375,oni,Oscillatoria nigro-viridis PCC 7112
gn:T02376,can,Cyanobacterium aponinum PCC 10605
gn:T02377,csn,Cyanobacterium stanieri PCC 7202
gn:T02378,dsl,Dactylococcopsis salina PCC 8305
gn:T02379,hao,Halothece sp. PCC 7418
gn:T02380,clg,Caldisphaera lagunensis DSM 15908
gn:T02381,dpd,Deinococcus peraridilitoris DSM 19664
gn:T02382,bamp,Bacillus velezensis AS43.3
gn:T02383,nge,Natronobacterium gregoryi SP2
gn:T02384,bsl,Bacillus subtilis subsp. subtilis BSP1
gn:T02385,fca,Felis catus (domestic cat)
gn:T02386,tru,Takifugu rubripes (torafugu)
gn:T02387,bpip,Brachyspira pilosicoli P43/6/78
gn:T02388,evi,Echinicola vietnamensis DSM 17526
gn:T02389,ppuh,Pseudomonas putida HB3267
gn:T02390,ddl,Desulfitobacterium dichloroeliminans LMG P-21439
gn:T02391,psh,Pseudomonas stutzeri RCH2
gn:T02392,mfo,Methanoregula formicica SMSP
gn:T02393,saci,Singulisphaera acidiphila DSM 18658
gn:T02394,tco,Thermobacillus composti KWC4
gn:T02395,lcc,Liberibacter crescens BT-1
gn:T02396,acf,Aciduliprofundum sp. MAR08-339
gn:T02397,tmb,Thioflavicoccus mobilis 8321
gn:T02398,csg,Cylindrospermum stagnale PCC 7417
gn:T02399,efs,Enterococcus faecalis Symbioflor 1
gn:T02400,glp,Gloeocapsa sp. PCC 7428
gn:T02401,hhl,Halobacteroides halobius DSM 5150
gn:T02402,hru,Halovivax ruber XH-70
gn:T02403,pdt,Prevotella dentalis DSM 3688
gn:T02404,sesp,Saccharothrix espanaensis DSM 44229
gn:T02405,smeg,Sinorhizobium meliloti GR4
gn:T02406,scs,Stanieria cyanosphaera PCC 7437
gn:T02407,tto,Thermoanaerobacterium thermosaccharolyticum M0795
gn:T02408,tni,Thioalkalivibrio nitratireducens DSM 14787
gn:T02409,vpb,Vibrio parahaemolyticus BB22OP
gn:T02411,btn,Bacillus thuringiensis HD-789
gn:T02412,bpw,Brachyspira pilosicoli WesB
gn:T02413,kci,Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)
gn:T02414,cmp,Chamaesiphon minutus PCC 6605
gn:T02415,lli,Lactococcus lactis subsp. cremoris UC509.9
gn:T02416,lmog,Listeria monocytogenes serotype 4b LL195
gn:T02417,mam,Mesorhizobium australicum WSM2073
gn:T02418,mhz,Methanomethylovorans hollandica DSM 15978
gn:T02419,mcq,Mycobacterium canettii CIPT 140060008
gn:T02420,mcv,Mycobacterium canettii CIPT 140070008
gn:T02421,mcx,Mycobacterium canettii CIPT 140070010
gn:T02422,mcz,Mycobacterium canettii CIPT 140070017
gn:T02423,msa,Mycobacterium sp. JS623
gn:T02424,mcy,Mycoplasma cynos C142
gn:T02425,npe,Natrinema pellirubrum DSM 15624
gn:T02426,nou,Natronococcus occultus SP4
gn:T02427,kbl,Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)
gn:T02428,dhy,Desulfovibrio hydrothermalis AM13 = DSM 14728
gn:T02429,fae,Fibrella aestuarina BUZ 2
gn:T02430,bchr,"Candidatus Blochmannia chromaiodes 640, endosymbiont of Camponotus chromaiodes"
gn:T02431,ebf,Enterobacteriaceae bacterium FGI 57
gn:T02432,rtr,Rhizobium tropici CIAT 899
gn:T02433,smaf,Serratia sp. FGI94
gn:T02434,tae,Tepidanaerobacter acetatoxydans Re1
gn:T02435,acy,Anabaena cylindrica PCC 7122
gn:T02436,msd,Myxococcus stipitatus DSM 14675
gn:T02437,lir,Lawsonia intracellularis N343
gn:T02438,rae,Riemerella anatipestifer RA-CH-2
gn:T02439,udi,Candidatus Uzinura diaspidicola ASNER
gn:T02440,css,Thermoclostridium stercorarium subsp. stercorarium DSM 8532 (Clostridium stercorarium subsp. stercorarium DSM 8532)
gn:T02441,ndo,Nonlabens dokdonensis DSW-6
gn:T02442,ggo,Gorilla gorilla gorilla (western lowland gorilla)
gn:T02443,ola,Oryzias latipes (Japanese medaka)
gn:T02444,mli,Mycobacterium liflandii 128FXT
gn:T02445,ecoa,Escherichia coli APEC O78 (APEC)
gn:T02446,bbq,Blattabacterium sp. (Blatta orientalis) Tarazona
gn:T02447,ear,Klebsiella aerogenes EA1509E (Enterobacter aerogenes EA1509E)
gn:T02448,smw,Serratia marcescens WW4
gn:T02449,swa,Staphylococcus warneri SG1
gn:T02450,cpsa,Chlamydia psittaci Mat116 (Chlamydophila psittaci Mat116)
gn:T02451,mbk,Mycobacterium tuberculosis variant bovis BCG Korea 1168P (Mycobacterium bovis BCG Korea 1168P)
gn:T02452,sacn,Sulfolobus acidocaldarius N8
gn:T02453,sacr,Sulfolobus acidocaldarius Ron12/I
gn:T02454,efm,Enterococcus faecium ATCC 8459 = NRRL B-2354
gn:T02455,ggh,Geobacillus sp. GHH01
gn:T02456,ppz,Pseudomonas poae RE*1-1-14
gn:T02457,cua,Corynebacterium urealyticum DSM 7111
gn:T02458,lpt,Lactobacillus plantarum ZJ316
gn:T02459,bsx,Bacillus subtilis XF-1
gn:T02460,btt,Bacillus thuringiensis serovar kurstaki HD73
gn:T02461,csz,Cronobacter sakazakii Sp291
gn:T02462,bami,Bacillus amyloliquefaciens IT-45
gn:T02463,kbt,Candidatus Kinetoplastibacterium blastocrithidii TCC012E
gn:T02464,kct,Candidatus Kinetoplastibacterium crithidii TCC036E
gn:T02465,kde,Candidatus Kinetoplastibacterium desouzaii TCC079E
gn:T02466,kga,Candidatus Kinetoplastibacterium galatii TCC219
gn:T02467,csr,Clostridium saccharoperbutylacetonicum N1-4(HMT)
gn:T02468,syz,Synechocystis sp. PCC 6803
gn:T02469,baus,Bartonella australis Aust/NH1
gn:T02470,bvn,Bartonella vinsonii subsp. berkhoffii Winnie
gn:T02471,kon,Candidatus Kinetoplastibacterium oncopeltii TCC290E
gn:T02472,chn,Corynebacterium halotolerans YIM 70093 = DSM 44683
gn:T02473,dsf,Desulfocapsa sulfexigens DSM 10523
gn:T02474,btht,Bacillus thuringiensis serovar thuringiensis IS5056
gn:T02475,dmc,Dehalococcoides mccartyi BTF08
gn:T02476,dmd,Dehalococcoides mccartyi DCMB5
gn:T02477,mmaz,Methanosarcina mazei Tuc01
gn:T02478,nmo,Natronomonas moolapensis 8.8.11
gn:T02479,senj,Salmonella enterica subsp. enterica serovar Javiana CFSAN001992
gn:T02480,baml,Bacillus velezensis UCMB5036 (Bacillus amyloliquefaciens subsp. plantarum UCMB5036)
gn:T02481,dpi,Pseudodesulfovibrio piezophilus C1TLV30 (Desulfovibrio piezophilus C1TLV30)
gn:T02482,hho,Hydrogenobaculum sp. HO
gn:T02483,bprc,Beta proteobacterium CB
gn:T02484,aol,Bradyrhizobium oligotrophicum S58 (Agromonas oligotrophica S58)
gn:T02485,lls,Lactococcus lactis subsp. lactis IO-1
gn:T02486,csv,Cucumis sativus (cucumber)
gn:T02487,kaf,Kazachstania africana CBS 2517
gn:T02488,cot,Candida orthopsilosis Co 90-125
gn:T02489,tbl,Tetrapisispora blattae CBS 6284
gn:T02490,pcy,Plasmodium cynomolgi B
gn:T02491,abad,Acinetobacter baumannii D1279779
gn:T02492,bex,Bdellovibrio exovorus JSS
gn:T02493,ctri,Chlamydia trachomatis IU824
gn:T02494,hcb,Helicobacter cinaedi CCUG 18818 = ATCC BAA-847 (Helicobacter cinaedi ATCC BAA-847)
